Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,94896,345132572,.02749552
4DS MEMORY LIMITED ORDINARY,4DS,758113,1632543220,.04643755
5EADVANCED CDI 10:1,5EA,1275343,283668470,.44958927
29METALSLIMITED ORDINARY,29M,17912876,482052092,3.71596271
88 ENERGY LTD ORDINARY,88E,15200524,20107868225,.07559491
92ENERGY ORDINARY,92E,617046,92686598,.66573379
A-CAP ENERGY LTD ORDINARY,ACB,465518,1232435086,.03777221
A2B AUSTRALIA LTD ORDINARY,A2B,706408,121230683,.58269737
ABACUS PROPERTY GRP. FPO/UNITS STAPLED,ABP,1217157,893657633,.13619947
ACCENT GROUP LTD ORDINARY,AX1,4993193,552459958,.90381084
ACTINOGEN MEDICAL ORDINARY,ACW,1013272,1816252150,.05578917
ADAIRS LIMITED ORDINARY,ADH,3918549,173050982,2.26438992
ADBRI LIMITED ORDINARY,ABC,10269174,652627555,1.57351217
ADORE BEAUTY ORDINARY,ABY,987372,94124497,1.0490064
ADRIATIC METALS CDI 1:1,ADT,521409,227167673,.22952606
ADVANCED HEALTH ORDINARY,AHI,35608,196303969,.01813922
AERIS RESOURCES LTD ORDINARY,AIS,4805195,690945595,.69545201
AGL ENERGY LIMITED. ORDINARY,AGL,7068096,672747233,1.05063175
AIC MINES LTD ORDINARY,A1M,41616,462224392,.00900342
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,604306,3368464315,.0179401
AIRTASKER LIMITED ORDINARY,ART,237020,449623230,.05271525
ALCIDION GROUP LTD ORDINARY,ALC,2986154,1268069053,.23548828
ALKANE RESOURCES LTD ORDINARY,ALK,220394,601574030,.03663622
ALLIANCE AVIATION ORDINARY,AQZ,89038,160734697,.05539439
ALLIGATOR ENERGY ORDINARY,AGE,39117372,3304550761,1.18374251
ALLKEM LIMITED ORDINARY,AKE,8611919,637658086,1.35055435
ALPHA HPA LTD ORDINARY,A4N,1214160,857806079,.14154248
ALS LTD ORDINARY,ALQ,1641311,484167684,.3389964
ALTERITY THERAP LTD ORDINARY,ATH,138666,2439897618,.00568327
ALTHEA GROUP ORDINARY,AGH,61529,374044301,.01644966
ALTIUM LIMITED ORDINARY,ALU,1582509,131647099,1.20208422
ALUMINA LIMITED ORDINARY,AWC,148935979,2901681417,5.13274745
AMA GROUP LIMITED ORDINARY,AMA,85025759,1073070217,7.92359695
AMCIL LIMITED ORDINARY,AMH,193,311887213,.00006188
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,10875517,650359868,1.67223064
AMERICAN RARE EARTHS ORDINARY,ARR,96188,446423299,.02154637
AMP LIMITED ORDINARY,AMP,50059688,2893949206,1.72980534
AMPOL LIMITED ORDINARY,ALD,2191975,238302099,.91983034
ANDROMEDA METALS LTD ORDINARY,ADN,34800620,3110008432,1.11898796
ANSARADA GROUP LTD ORDINARY,AND,5,89335568,.0000056
ANSELL LIMITED ORDINARY,ANN,2538137,126933818,1.99957509
ANSON RESOURCES LTD ORDINARY,ASN,20043657,1223540604,1.63816852
ANTEOTECH LTD ORDINARY,ADO,519244,2049938526,.02532974
ANTILLES GOLD LTD ORDINARY,AAU,129411,580349291,.02229881
ANTIPA MINERALS LTD ORDINARY,AZY,1770916,3597051478,.04923243
ANZ GROUP HOLDINGS ORDINARY,ANZ,13471835,3003366782,.44855777
APA GROUP UNITS STAPLED,APA,6464877,1179893848,.54792022
APM HUMAN SERVICES ORDINARY,APM,14302729,917181946,1.55942112
APPEN LIMITED ORDINARY,APX,9274986,140523186,6.60032431
ARAFURA RARE EARTHS ORDINARY,ARU,61851908,2113364692,2.92670301
ARB CORPORATION. ORDINARY,ARB,5009627,82099299,6.10191203
ARCHER MATERIALS ORDINARY,AXE,327566,254847013,.12853437
ARDENTLEISUREGRPLTD ORDINARY,ALG,1790644,479706016,.37327945
ARENA REIT. FPO/UNITS STAPLED,ARF,1864509,350705075,.53164586
ARGOSY MINERALS LTD ORDINARY,AGY,49540887,1404407498,3.52752937
ARISTOCRAT LEISURE ORDINARY,ALL,4246592,655761726,.64758156
ARIZONA LITHIUM LTD ORDINARY,AZL,4081711,2690965712,.15168201
ARN MEDIA LIMITED ORDINARY,A1N,3734291,306944649,1.21660078
AROA BIOSURGERY ORDINARY,ARX,447472,343109468,.13041669
ASTON MINERALS LTD ORDINARY,ASO,2082048,1114730934,.18677583
ASX LIMITED ORDINARY,ASX,3652802,193595162,1.88682504
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,15892813,1450833707,1.09542623
ATOMOS ORDINARY,AMS,3894204,401821079,.9691388
ATTURRALIMITED ORDINARY,ATA,1,232524941,.00000043
AU CLINICAL LABS ORDINARY,ACL,13897473,201834015,6.88559508
AUB GROUP LTD ORDINARY,AUB,341024,107780518,.31640598
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,1347945,1472551137,.09153808
AUDINATEGROUPLTD ORDINARY,AD8,249875,77451919,.32261951
AUDIO PIXELS LTD ORDINARY,AKP,435,29210100,.00148921
AURA ENERGY ORDINARY,AEE,2692340,570852434,.47163502
AURELIA METALS LTD ORDINARY,AMI,25287003,1237437216,2.04349786
AURIZON HOLDINGS LTD ORDINARY,AZJ,28707533,1840703982,1.55959531
AURORA LABS LIMITED ORDINARY,A3D,5546,245808068,.00225623
AUSGOV TREASURY BOND TB 0.25% 11-25 6M,GSBU25,220550,392000000,.05626276
AUSGOV TREASURY BOND TB 0.50% 09-26 6M,GSBQ26,257670,378000000,.06816667
AUSGOV TREASURY BOND TB 1.00% 11-31 6M,GSBU31,297580,418000000,.07119139
AUSGOV TREASURY BOND TB 1.00% 12-30 6M,GSBW30,72420,387000000,.01871318
AUSGOV TREASURY BOND TB 1.50% 06-31 6M,GSBK31,497660,381000000,.13061942
AUSGOV TREASURY BOND TB 2.25% 05-28 6M,GSBI28,21110,302000000,.00699007
AUSGOV TREASURY BOND TB 2.75% 04-24 6M,GSBG24,1784490,359000000,.49707242
AUSGOV TREASURY BOND TB 2.75% 05-41 6M,GSBI41,251900,138000000,.18253623
AUSGOV TREASURY BOND TB 2.75% 06-35 6M,GSBK35,249940,115500000,.21639827
AUSGOV TREASURY BOND TB 2.75% 11-27 6M,GSBU27,92140,314000000,.02934395
AUSGOV TREASURY BOND TB 2.75% 11-28 6M,GSBU28,9700,341000000,.00284457
AUSGOV TREASURY BOND TB 2.75% 11-29 6M,GSBU29,116050,347000000,.0334438
AUSGOV TREASURY BOND TB 3.00% 03-47 6M,GSBE47,57790,142000000,.04069718
AUSGOV TREASURY BOND TB 3.00% 11-33 6M,GSBU33,166560,211000000,.07893839
AUSGOV TREASURY BOND TB 3.25% 06-39 6M,GSBK39,2440,103000000,.00236893
AUSGOV TREASURY BOND TB 3.50% 12-34 6M,GSBW34,2110,148000000,.00142568
AUSGOV TREASURY BOND TB 3.75% 04-37 6M,GSBG37,5130,123000000,.00417073
AUSGOV TREASURY BOND TB 3.75% 05-34 6M,GSBI34,751900,174000000,.43212644
AUSSIE BROADBAND ORDINARY,ABB,12746061,237682509,5.36264156
AUSSTRATMATERIALS ORDINARY,ASM,5168730,166705227,3.10052066
AUST FINANCE GRP ORDINARY,AFG,6080855,270258312,2.2500159
AUST VANADIUM LTD ORDINARY,AVL,9876137,4364500217,.22628334
AUST VINTAGE LTD ORDINARY,AVG,461923,252638486,.18283952
AUSTAL LIMITED ORDINARY,ASB,2321015,362441875,.64038268
AUSTIN ENGINEERING ORDINARY,ANG,658616,583339584,.11290439
AUSTRALIAN AGRICULT. ORDINARY,AAC,3811235,602766747,.63229019
AUSTRALIAN ETHICAL ORDINARY,AEF,416835,112782052,.36959338
AUSTRALIAN FOUNDAT. ORDINARY,AFI,6515,1240348615,.00052526
AUSTRARE ORDINARY,AR3,496179,118975402,.41704335
AUTECO MINERALS ORDINARY,AUT,6619081,2312836300,.28618891
AVA RISK GROUP LTD ORDINARY,AVA,54587,255414634,.02137192
AVITA MEDICAL CDI 5:1,AVH,396009,67488345,.58678132
AVZ MINERALS LTD ORDINARY,AVZ,123202650,3528729748,3.49141642
AZURE MINERALS ORDINARY,AZS,1138486,390236072,.29174289
