Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,179441,345611338,.05191988
5EADVANCED CDI 10:1,5EA,2246924,303996780,.73912757
29METALSLIMITED ORDINARY,29M,31691022,659518854,4.80517301
88 ENERGY LTD ORDINARY,88E,9744703,21451988376,.04542564
92ENERGY ORDINARY,92E,475845,106375102,.44732742
A2B AUSTRALIA LTD ORDINARY,A2B,613817,121230683,.50632149
ABACUS GROUP FPO/UNITS STAPLED,ABG,4017670,893657633,.44957597
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,664059,1314102962,.05053325
ACCENT GROUP LTD ORDINARY,AX1,5915680,552459958,1.07078892
ACROW FORMWORK ORDINARY,ACF,857364,266819252,.32132764
ACTINOGEN MEDICAL ORDINARY,ACW,433348,1816252150,.02385946
ADAIRS LIMITED ORDINARY,ADH,4377589,173050982,2.52965279
ADBRI LIMITED ORDINARY,ABC,11966321,653329543,1.83159037
ADORE BEAUTY ORDINARY,ABY,1556121,93907372,1.65708077
ADRIATIC METALS CDI 1:1,ADT,760166,238162355,.31917975
ADVANCED HEALTH ORDINARY,AHI,40873,217703969,.01877458
AERIS RESOURCES LTD ORDINARY,AIS,9928511,690945595,1.43694541
AGL ENERGY LIMITED. ORDINARY,AGL,18634075,672747233,2.76984788
AIC MINES LTD ORDINARY,A1M,432,462470632,.00009341
AIRTASKER LIMITED ORDINARY,ART,130515,451262271,.02892221
ALCIDION GROUP LTD ORDINARY,ALC,1604620,1270433279,.12630494
ALKANE RESOURCES LTD ORDINARY,ALK,210684,601574030,.03502212
ALLIANCE AVIATION ORDINARY,AQZ,7535,160734697,.00468785
ALLIGATOR ENERGY ORDINARY,AGE,22532910,3305918943,.68159294
ALLKEM LIMITED ORDINARY,AKE,8412219,639321293,1.3158046
ALPHA HPA LTD ORDINARY,A4N,203815,879004569,.02318702
ALS LTD ORDINARY,ALQ,953292,484167684,.19689294
ALTECH BATT LTD ORDINARY,ATC,231922,1646183030,.01408847
ALTERITY THERAP LTD ORDINARY,ATH,136899,2439897618,.00561085
ALTHEA GROUP ORDINARY,AGH,32670,389231709,.00839346
ALTIUM LIMITED ORDINARY,ALU,692835,131926838,.52516608
ALUMINA LIMITED ORDINARY,AWC,106861335,2901681417,3.68273837
AMA GROUP LIMITED ORDINARY,AMA,50879171,1073070217,4.74145775
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,13461619,639698632,2.10436889
AMERICAN RARE EARTHS ORDINARY,ARR,745088,446423299,.16690168
AMP LIMITED ORDINARY,AMP,54204749,2786002484,1.94561022
AMPOL LIMITED ORDINARY,ALD,2435787,238302099,1.02214249
ANDROMEDA METALS LTD ORDINARY,ADN,36340693,3110008432,1.16850786
ANSARADA GROUP LTD ORDINARY,AND,5,89335568,.0000056
ANSELL LIMITED ORDINARY,ANN,2888273,126817181,2.27750923
ANSON RESOURCES LTD ORDINARY,ASN,16449708,1270678188,1.29456129
ANTEOTECH LTD ORDINARY,ADO,495724,2174938526,.02279255
ANTIPA MINERALS LTD ORDINARY,AZY,3195520,3981666878,.08025584
ANZ GROUP HOLDINGS ORDINARY,ANZ,11048814,3005286886,.3676459
APA GROUP UNITS STAPLED,APA,5054851,1259305613,.40139986
APM HUMAN SERVICES ORDINARY,APM,11097030,917181946,1.20990498
APPEN LIMITED ORDINARY,APX,11265887,156921599,7.17930933
ARAFURA RARE EARTHS ORDINARY,ARU,117271022,2113364692,5.54901965
ARB CORPORATION. ORDINARY,ARB,4832792,82099299,5.88652042
ARCHER MATERIALS ORDINARY,AXE,307581,254847013,.12069241
ARDENTLEISUREGRPLTD ORDINARY,ALG,3982329,479706016,.83016032
ARENA REIT. FPO/UNITS STAPLED,ARF,1466301,351961011,.41660893
ARGENT MINERALS ORDINARY,ARD,144264,1178981223,.01223633
ARGOSY MINERALS LTD ORDINARY,AGY,54449746,1404407498,3.87706176
ARISTOCRAT LEISURE ORDINARY,ALL,1888357,648569643,.29115717
ARIZONA LITHIUM LTD ORDINARY,AZL,467687,3194689678,.01463951
ARN MEDIA LIMITED ORDINARY,A1N,3683146,306299649,1.20246498
AROA BIOSURGERY ORDINARY,ARX,1605723,343441402,.46753915
ASTON MINERALS LTD ORDINARY,ASO,1968134,1275480936,.15430525
ASX LIMITED ORDINARY,ASX,3999488,193595162,2.06590287
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,13803204,1450833707,.95139808
ATOMOS ORDINARY,AMS,3894204,401821079,.9691388
AU CLINICAL LABS ORDINARY,ACL,13901856,201834015,6.88776666
AUB GROUP LTD ORDINARY,AUB,389128,108405620,.35895556
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,1306011,1472551137,.08869037
AUDINATEGROUPLTD ORDINARY,AD8,127435,77723763,.16395887
AUDIO PIXELS LTD ORDINARY,AKP,373,29210100,.00127696
AURA ENERGY ORDINARY,AEE,1529749,575525204,.26580052
AURELIA METALS LTD ORDINARY,AMI,13370662,1685243207,.79339658
AURIZON HOLDINGS LTD ORDINARY,AZJ,43352471,1840703982,2.35521145
AUSGOV TREASURY BOND TB 0.25% 11-24 6M,GSBU24,886410,413000000,.21462712
AUSGOV TREASURY BOND TB 0.25% 11-25 6M,GSBU25,12000,392000000,.00306122
AUSGOV TREASURY BOND TB 0.50% 09-26 6M,GSBQ26,146800,378000000,.03883598
AUSGOV TREASURY BOND TB 1.00% 11-31 6M,GSBU31,200000,418000000,.04784689
AUSGOV TREASURY BOND TB 1.25% 05-32 6M,GSBI32,100000,393000000,.02544529
AUSGOV TREASURY BOND TB 1.50% 06-31 6M,GSBK31,69030,381000000,.01811811
AUSGOV TREASURY BOND TB 1.75% 06-51 6M,GSBK51,12770,196000000,.00651531
AUSGOV TREASURY BOND TB 1.75% 11-32 6M,GSBU32,64700,290000000,.02231034
AUSGOV TREASURY BOND TB 2.50% 05-30 6M,GSBI30,3480,371000000,.00093801
AUSGOV TREASURY BOND TB 2.75% 04-24 6M,GSBG24,276710,359000000,.07707799
AUSGOV TREASURY BOND TB 2.75% 05-41 6M,GSBI41,100000,143000000,.06993007
AUSGOV TREASURY BOND TB 2.75% 06-35 6M,GSBK35,496200,122500000,.40506122
AUSGOV TREASURY BOND TB 2.75% 11-27 6M,GSBU27,245300,314000000,.07812102
AUSGOV TREASURY BOND TB 2.75% 11-28 6M,GSBU28,48770,348000000,.01401437
AUSGOV TREASURY BOND TB 2.75% 11-29 6M,GSBU29,168880,347000000,.04866859
AUSGOV TREASURY BOND TB 3.00% 03-47 6M,GSBE47,192350,142000000,.13545775
AUSGOV TREASURY BOND TB 3.00% 11-33 6M,GSBU33,100740,225000000,.04477333
AUSGOV TREASURY BOND TB 3.25% 06-39 6M,GSBK39,100000,103000000,.09708738
AUSGOV TREASURY BOND TB 3.75% 04-37 6M,GSBG37,83300,123000000,.06772358
AUSGOV TREASURY BOND TB 3.75% 05-34 6M,GSBI34,199530,188000000,.10613298
AUSSIE BROADBAND ORDINARY,ABB,5679012,239096513,2.3751965
AUSSTRATMATERIALS ORDINARY,ASM,5740767,166775236,3.44221788
AUST FINANCE GRP ORDINARY,AFG,5151556,270769045,1.9025646
AUST VANADIUM LTD ORDINARY,AVL,24179357,4365859971,.55382805
AUST VINTAGE LTD ORDINARY,AVG,103667,252638486,.04103373
AUSTAL LIMITED ORDINARY,ASB,2431654,362441875,.67090868
AUSTIN ENGINEERING ORDINARY,ANG,569745,586401879,.09715948
AUSTRALIAN AGRICULT. ORDINARY,AAC,4596350,602766747,.76254207
AUSTRALIAN ETHICAL ORDINARY,AEF,115860,112782052,.10272911
AUSTRARE ORDINARY,AR3,254772,154165962,.16525827
AUTECO MINERALS ORDINARY,AUT,12380607,2659795375,.46547216
AUTOSPORTS GRP LTD. ORDINARY,ASG,14859,201000000,.00739254
AVA RISK GROUP LTD ORDINARY,AVA,54587,255802783,.02133949
AVITA MEDICAL CDI 5:1,AVH,907472,60255570,1.50603836
AVZ MINERALS LTD ORDINARY,AVZ,117929650,3528729748,3.34198588
AZURE MINERALS ORDINARY,AZS,615582,432125735,.14245437
BABY BUNTING GRP LTD ORDINARY,BBN,7175901,134906489,5.31916667
BANK OF QUEENSLAND. ORDINARY,BOQ,44850198,657217431,6.8242557
BANNERMAN ENERGY LTD ORDINARY,BMN,1372522,150510660,.91191016
BAPCOR LIMITED ORDINARY,BAP,3652597,339412500,1.07615276
BASE RES LIMITED ORDINARY,BSE,1340277,1178011850,.11377449
BCI MINERALS LTD ORDINARY,BCI,29008,1213539968,.00239036
BEACH ENERGY LIMITED ORDINARY,BPT,10666892,2281333656,.46757264
BEACON LIGHTING GRP ORDINARY,BLX,335948,224596289,.14957861
BEGA CHEESE LTD ORDINARY,BGA,12663638,304247980,4.16227513
BELL FINANCIAL GROUP ORDINARY,BFG,103404,320743948,.0322388
BELLEVUE GOLD LTD ORDINARY,BGL,40964079,1133766357,3.61309707
BENDIGO AND ADELAIDE ORDINARY,BEN,15640462,567743989,2.75484414
BERKELEY ENERGIA LTD ORDINARY,BKY,400000,445796715,.089727
BETACRYPTOINNOVETF ETF UNITS,CRYP,2683,24300000,.01104115
BETASHARESCASHETF ETF UNITS,AAA,457,64425165,.00070935
BETASHARESNASDAQ100 ETF UNITS,NDQ,6286,96927921,.00648523
BETMAKERS TECH GROUP ORDINARY,BET,43371063,943541600,4.59662436
BHP GROUP LIMITED ORDINARY,BHP,13938022,5068739787,.27498003
BIGTINCAN HLDGS LTD ORDINARY,BTH,3195935,607253090,.52629374
BIONOMICS LIMITED ORDINARY,BNO,1800000,1468735424,.12255441
BLACK ROCK MINING ORDINARY,BKT,1931223,1097126095,.17602562
BLACKSTONE LTD ORDINARY,BSX,2231847,473688908,.47116303
BLOCK CDI 1:1 NYSE,SQ2,483469,32099649,1.50615043
BLUEBET HOLDINGS LTD ORDINARY,BBT,22159,200542158,.01104955
BLUESCOPE STEEL LTD ORDINARY,BSL,5736314,455566042,1.25916189
BLUGLASS LIMITED ORDINARY,BLG,658306,1528045654,.04308157
BOART LONGYEAR CDI 1:1,BLY,50,295920414,.0000169
BOOKTOPIA GROUP ORDINARY,BKG,11,228205098,.00000482
BORAL LIMITED. ORDINARY,BLD,42774225,1103088419,3.87767873
BOSS ENERGY LTD ORDINARY,BOE,12617857,352886567,3.57561273
BOWEN COAL LIMITED ORDINARY,BCB,25676768,2135985878,1.20210383
BRAINCHIP LTD ORDINARY,BRN,130329188,1775058145,7.34224895
BRAMBLES LIMITED ORDINARY,BXB,5366897,1389344161,.38628996
BRAVURA SOLUTION LTD ORDINARY,BVS,3792241,448354002,.84581402
BREVILLE GROUP LTD ORDINARY,BRG,7355705,143425348,5.12859484
BRICKWORKS LIMITED ORDINARY,BKW,1032433,152244695,.67814054
BUBS AUST LTD ORDINARY,BUB,13828058,751357408,1.84041015
BURGUNDY D MINES LTD ORDINARY,BDM,1478113,1421205230,.10400419
BURU ENERGY ORDINARY,BRU,89827,596043085,.01507055
BWP TRUST ORDINARY UNITS,BWP,9150323,642383803,1.4244324
BWX LIMITED ORDINARY,BWX,5431715,199987502,2.71602722
CALIDUS RESOURCES ORDINARY,CAI,66545,607879861,.01094706
CALIMA ENERGY ORDINARY,CE1,587,625720769,.00009381
CALIX LIMITED ORDINARY,CXL,6461697,181291184,3.56426433
CANN GROUP LTD ORDINARY,CAN,12228,426004085,.0028704
CAPITOL HEALTH ORDINARY,CAJ,2160177,1065809403,.20267948
CAPRICORN METALS ORDINARY,CMM,13723165,375958175,3.65018396
CARAVEL MINERALS LTD ORDINARY,CVV,284620,522007072,.05452417
CARBON REVOLUTION ORDINARY,CBR,5080,212152505,.0023945
CARDNO LIMITED ORDINARY,CDD,1,39060663,.00000256
CARINDALE PROPERTY UNIT,CDP,312,77543411,.00040236
CARNABY RESOURCE LTD ORDINARY,CNB,383915,162754337,.23588619
CARNARVON ENERGY LTD ORDINARY,CVN,10435011,1800186904,.57966264
CARSALES.COM LTD. ORDINARY,CAR,1356990,376931391,.36000981
CASTILE RESOURCES ORDINARY,CST,24750,241902427,.0102314
CATALYST METALS ORDINARY,CYL,483,220087544,.00021946
CATAPULT GRP INT LTD ORDINARY,CAT,1515,252367798,.00060031
CEDAR WOODS PROP. ORDINARY,CWP,85022,82392009,.10319205
CENTAURUS METALS LTD ORDINARY,CTM,888119,492916381,.1801764
CENTURIA CAPITAL FPO/UNITS STAPLED,CNI,7789566,805072729,.96756053
CENTURIA I REIT ORDINARY UNITS,CIP,19634831,634930635,3.09243718
CENTURIA OFFICE REIT ORDINARY UNITS,COF,2775937,597336931,.4647188
CETTIRE ORDINARY,CTT,3553154,381238220,.93200362
CHALICE MINING LTD ORDINARY,CHN,17425325,388963304,4.47994061
CHALLENGER GOLD LTD ORDINARY,CEL,1802412,1191865288,.15122615
CHALLENGER LIMITED ORDINARY,CGF,10383488,687613961,1.51007522
CHAMPION IRON LTD ORDINARY,CIA,13852719,517295735,2.67791092
CHANGE FINANCIAL LTD ORDINARY,CCA,15400,627661385,.00245355
CHARGER METALS ORDINARY,CHR,4235,62114368,.00681807
CHARTER HALL GROUP STAPLED US PROHIBIT.,CHC,5265767,472997199,1.11327657
CHARTER HALL RETAIL UNITS,CQR,4758672,581229609,.81872498
CHARTER HALL SOC IN UNITS,CQE,725437,369520138,.19631866
CHIMERIC THERAPEUTIC ORDINARY,CHM,54116,529402956,.01022208
CHORUS LIMITED ORD FOR.EXEMPT NZX,CNU,788930,435035204,.18134854
CHRYSOSCORPLTD ORDINARY,C79,681,64262681,.00105971
CHTR H LWR UNITS STAPLED,CLW,15855962,722955466,2.19321421
CITY CHIC COLLECTIVE ORDINARY,CCX,3489479,231920086,1.50460405
CLEAN TEQ WATER ORDINARY,CNQ,576323,57876580,.99577929
CLEANAWAY WASTE LTD ORDINARY,CWY,55345274,2227378192,2.4847722
CLEARVIEW WEALTH LTD ORDINARY,CVW,55384,661038648,.00837833
CLINUVEL PHARMACEUT. ORDINARY,CUV,1509149,49410338,3.05431831
CLOSE LOOP ORDINARY,CLG,14890,519712847,.00286504
CLOVER CORPORATION ORDINARY,CLV,10,166999341,.00000599
COBALT BLUE LTD ORDINARY,COB,928622,375382091,.24738048
COBRAM ESTATE OLIVES ORDINARY,CBO,359207,415773189,.08639494
COCHLEAR LIMITED ORDINARY,COH,658999,65627955,1.00414374
CODA MINERALS LTD ORDINARY,COD,403921,142157021,.28413721
CODAN LIMITED ORDINARY,CDA,429304,181316113,.23677101
COGSTATE LTD ORDINARY,CGS,577107,173186147,.33322931
COLES GROUP ORDINARY,COL,8752242,1338391534,.65393734
COLLINS FOODS LTD ORDINARY,CKF,684861,117490269,.5829087
COMMONWEALTH BANK. ORDINARY,CBA,24418365,1676169322,1.45679584
COMPUMEDICS LIMITED ORDINARY,CMP,2,177162948,.00000113
COMPUTERSHARE LTD ORDINARY,CPU,3595688,603729336,.59557947
CONSOLIDATED OPS GP ORDINARY,COG,93797,190662201,.04919538
CONTACT ENERGY LTD ORD FOR. EXEMPT NZX,CEN,48,252027135,.00001905
COOPER ENERGY LTD ORDINARY,COE,71500959,2631531260,2.71708568
CORE LITHIUM ORDINARY,CXO,162314794,2108516794,7.69805555
CORONADO GLOBAL RES CDI 10:1,CRN,3073727,1676453730,.18334696
CORP TRAVEL LIMITED ORDINARY,CTD,3298808,146325746,2.2544276
COSTA GROUP HOLDINGS ORDINARY,CGC,5102660,464709793,1.09803152
CREDIT CORP GROUP ORDINARY,CCP,3599841,68066856,5.28868411
CRITICAL RESOURCES ORDINARY,CRR,89053,1777350279,.00501044
CROMWELL PROP FPO/UNITS STAPLED,CMW,19108033,2618866699,.72962984
CSL LIMITED ORDINARY,CSL,1677214,482925817,.34730262
CSR LIMITED ORDINARY,CSR,14842762,477383587,3.10918984
CUFE LTD ORDINARY,CUF,14772,1146112365,.00128888
CYPRIUM METALS LTD ORDINARY,CYM,9180761,730198300,1.25729696
DACIAN GOLD LTD ORDINARY,DCN,46820,1216800938,.00384779
DALRYMPLE BAY FPO/NOTES STAPLED,DBI,462338,495761667,.09325812
DAMSTRA HOLDINGS ORDINARY,DTC,307648,257777673,.11934626
DATA#3 LIMITED ORDINARY,DTL,1332807,154704064,.86152035
DDH DRILL ORDINARY,DDH,824323,401093420,.20551895
DE GREY MINING ORDINARY,DEG,35574175,1561798520,2.2777698
DEEP YELLOW LIMITED ORDINARY,DYL,32400935,758298801,4.27284534
DELTA LITHIUM ORDINARY,DLI,236017,532658668,.04430924
DETERRA ORDINARY,DRR,12256811,528649527,2.31851357
DEVELOP GLOBAL LTD ORDINARY,DVP,1771966,196858486,.90012173
DEVEX RESOURCES LTD ORDINARY,DEV,274443,370778575,.07401803
DEXUS CONV RET REIT UNITS STAPLED,DXC,4429,137756563,.00321509
DEXUS INDUSTRIA REIT FPO/UNITS STAPLED,DXI,788865,317269912,.2486416
DEXUS UNITS STAPLED,DXS,24960162,1075565246,2.32065531
DGL GROUP LIMITED ORDINARY,DGL,1222830,285156461,.42882774
DICKER DATA LIMITED ORDINARY,DDR,2508093,180243333,1.3915039
DJERRIWARRH ORDINARY,DJW,846,262270084,.00032257
DMCMININGLIMITED ORDINARY,DMM,22700,29950000,.07579299
DOCTOR CARE ANYWHERE CDI 1:1,DOC,252644,366642246,.0689075
DOMAIN HOLDINGS AUS ORDINARY,DHG,23755944,631657153,3.76089211
DOMINO PIZZA ENTERPR ORDINARY,DMP,5980653,89096496,6.71255691
DOTZ NANO LTD ORDINARY,DTZ,164374,498017618,.03300566
DOWNER EDI LIMITED ORDINARY,DOW,27610756,671573679,4.11135172
DREDNOUGHT RESOURCES ORDINARY,DRE,5143885,3359328217,.15312243
DUBBER CORP LTD ORDINARY,DUB,3021633,357506974,.84519554
EAGERS AUTOMOTIVE ORDINARY,APE,4171331,256900410,1.6237152
EARLYPAY LTD ORDINARY,EPY,129502,289928690,.04466685
EASTERN RESOURCES ORDINARY,EFE,10678,1241946461,.00085978
EBOS GROUP LTD ORDINARY,EBO,70154,191798537,.03657692
ECOGRAF LIMITED ORDINARY,EGR,3519559,452591877,.7776452
ELANOR COMM PROP UNITS STAPLED,ECF,1157,316556353,.0003655
ELANOR INVESTORS GRP FPO/UNITS STAPLED,ENN,5971,148823591,.00401213
ELDERS LIMITED ORDINARY,ELD,14295075,156476574,9.13560071
ELECTRO OPTIC SYS. ORDINARY,EOS,997351,171236006,.58244234
ELEMENT 25 LTD ORDINARY,E25,89169,217530335,.04099152
ELEVATE URANIUM LTD ORDINARY,EL8,4102957,277864139,1.47660544
ELIXIR ENERGY LTD ORDINARY,EXR,193318,1029765894,.018773
EMECO HOLDINGS ORDINARY,EHL,2842220,519002615,.54763115
EMERALD RES NL ORDINARY,EMR,2021592,596607935,.33884766
EML PAYMENTS LTD ORDINARY,EML,9885087,373984129,2.64318356
EMPIRE ENERGY LTD ORDINARY,EEG,200343,773121148,.02591353
ENCOUNTER RESOURCES ORDINARY,ENR,224473,395525781,.05675306
ENDEAVOUR ORDINARY,EDV,38958030,1790980017,2.17523533
ENERGY TRANSITION ORDINARY,ETM,236,1355744012,.00001741
ENERO GROUP LTD ORDINARY,EGG,46303,91949745,.05035686
ENVIROSUITE LTD ORDINARY,EVS,9748235,1261800036,.77256576
ESTIA HEALTH LTD ORDINARY,EHE,2846,259858039,.00109521
EUROMANGANESE CDI 1:1,EMN,32539,246752723,.01318689
EUROPEAN LITHIUM LTD ORDINARY,EUR,5796239,1394239175,.41572774
EUROPEAN METALS HLDG CDI 1:1,EMH,82740,124953131,.06621683
EVOLUTION MINING LTD ORDINARY,EVN,15342882,1837183868,.83513046
