Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,200154,410394665,.0487711
4DS MEMORY LIMITED ORDINARY,4DS,829714,1763434918,.04705101
5EADVANCED CDI 10:1,5EA,524119,331819520,.15795303
29METALSLIMITED ORDINARY,29M,24703620,701862508,3.51972355
88 ENERGY LTD ORDINARY,88E,6580151,28892671952,.02277446
ABACUS GROUP FPO/UNITS STAPLED,ABG,5181674,893657633,.57982764
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,663124,1314102962,.0504621
ACCENT GROUP LTD ORDINARY,AX1,13624838,563053196,2.41981363
ACTINOGEN MEDICAL ORDINARY,ACW,132,2683049308,.00000492
ACUSENSUS LIMITED. ORDINARY,ACE,79125,126411097,.0625934
ADAIRS LIMITED ORDINARY,ADH,1529703,174682776,.8757034
ADBRI LIMITED ORDINARY,ABC,4132,654927644,.00063091
ADORE BEAUTY ORDINARY,ABY,231065,93957928,.2459239
ADRIATIC METALS CDI 1:1,ADT,4731563,277761722,1.70346114
ADVANCED HEALTH ORDINARY,AHI,20052,246999678,.00811823
AERIS RESOURCES LTD ORDINARY,AIS,9614986,967525540,.99377077
AGL ENERGY LIMITED. ORDINARY,AGL,24001150,672747233,3.56763266
AIC MINES LTD ORDINARY,A1M,455599,570878324,.07980667
AINSWORTH GAME TECH. ORDINARY,AGI,201821,336793929,.05992418
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,8228785,3368464315,.24428892
AIRTASKER LIMITED ORDINARY,ART,5265,452498075,.00116354
ALCIDION GROUP LTD ORDINARY,ALC,303830,1342473221,.02263211
ALICE QUEEN LTD ORDINARY,AQX,8359,690990068,.00120971
ALKANE RESOURCES LTD ORDINARY,ALK,5602989,603490487,.92843038
ALLIANCE AVIATION ORDINARY,AQZ,4861,160734697,.00302424
ALLIGATOR ENERGY ORDINARY,AGE,25655635,3869787820,.66297265
ALPHA HPA LTD ORDINARY,A4N,22557728,1134580693,1.98819953
ALS LTD ORDINARY,ALQ,6002513,484167684,1.23975912
ALTECH BATT LTD ORDINARY,ATC,2170736,1710571924,.12690118
ALTHEA GROUP ORDINARY,AGH,86806,405332442,.021416
ALTIUM LIMITED ORDINARY,ALU,861384,131926838,.65292553
ALUMINA LIMITED ORDINARY,AWC,17791796,2901681417,.6131547
AMA GROUP LIMITED ORDINARY,AMA,26603456,1806403551,1.4727305
AMAERO INTERNATIONAL ORDINARY,3DA,509278,542912442,.09380481
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,12674690,597599764,2.1209329
AMERICAN RARE EARTHS ORDINARY,ARR,627725,493423299,.12721835
AMERICANWESTMETALS ORDINARY,AW1,222966,517676969,.04307049
AMOTIV ORDINARY,AOV,979760,140894696,.69538459
AMP LIMITED ORDINARY,AMP,33500481,2624569071,1.27641834
AMPOL LIMITED ORDINARY,ALD,5167121,238302099,2.16830696
ANDROMEDA METALS LTD ORDINARY,ADN,2205668,3110270932,.07091562
ANSELL LIMITED ORDINARY,ANN,3181758,145943984,2.18012275
ANSON RESOURCES LTD ORDINARY,ASN,13548385,1290528206,1.04983254
ANTEOTECH LTD ORDINARY,ADO,420,2468287352,.00001702
ANTIPA MINERALS LTD ORDINARY,AZY,3204951,4710049428,.06804495
ANZ GROUP HOLDINGS ORDINARY,ANZ,13897029,3009165726,.46182332
APA GROUP UNITS STAPLED,APA,24167081,1283352928,1.88312042
APM HUMAN SERVICES ORDINARY,APM,7671117,917181946,.83637898
APPEN LIMITED ORDINARY,APX,6262448,222472524,2.81493098
ARAFURA RARE EARTHS ORDINARY,ARU,155526288,2310302192,6.73185908
ARB CORPORATION. ORDINARY,ARB,2205565,82332195,2.67886092
ARCADIUM LITHIUM PLC CDI1:1FOREXEMPT NYSE,LTM,5889686,378572840,1.55576031
ARCHER MATERIALS ORDINARY,AXE,13580,254847013,.00532869
ARDEA RESOURCES LTD ORDINARY,ARL,10801,199682915,.00540908
ARENA REIT. FPO/UNITS STAPLED,ARF,2776965,356269597,.77945607
ARGENT BIOPHARMA LTD ORDINARY,RGT,16,45280202,.00003534
ARGO INVESTMENTS ORDINARY,ARG,59917,761242265,.00787095
ARGOSY MINERALS LTD ORDINARY,AGY,30760009,1455920934,2.11275271
ARISTOCRAT LEISURE ORDINARY,ALL,2904501,632225504,.45940902
ARIZONA LITHIUM LTD ORDINARY,AZL,3422089,4473814528,.07649153
ARN MEDIA LIMITED ORDINARY,A1N,3421440,313050373,1.09293593
AROA BIOSURGERY ORDINARY,ARX,602156,344207834,.17493966
ARTICORE GROUP LTD ORDINARY,ATG,1236040,282783288,.43709797
ASARA RESOURCES LTD ORDINARY,AS1,11239,882175350,.00127401
ASKARIMETALSLIMITED ORDINARY,AS2,1510,97690891,.00154569
ASTON MINERALS LTD ORDINARY,ASO,649336,1295064269,.05013929
ASX LIMITED ORDINARY,ASX,3940294,193887876,2.03225394
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,16112709,1450833707,1.11058276
ATOMOS ORDINARY,AMS,4226753,1213662308,.34826434
AU CLINICAL LABS ORDINARY,ACL,18908225,201834015,9.36820535
AUB GROUP LTD ORDINARY,AUB,1520249,115678348,1.31420359
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,6981606,1477299049,.4725926
AUDINATEGROUPLTD ORDINARY,AD8,1876101,83108836,2.25740257
AURA ENERGY ORDINARY,AEE,1191598,741758795,.16064494
AURELIA METALS LTD ORDINARY,AMI,5825635,1691564582,.34439329
AURIZON HOLDINGS LTD ORDINARY,AZJ,64373606,1840703982,3.49722751
AUSGOV TREASURY BOND TB 0.25% 11-25 6M,GSBU25,205240,392000000,.05235714
AUSGOV TREASURY BOND TB 0.50% 09-26 6M,GSBQ26,74260,394000000,.01884772
AUSGOV TREASURY BOND TB 1.00% 11-31 6M,GSBU31,55070,418000000,.01317464
AUSGOV TREASURY BOND TB 1.00% 12-30 6M,GSBW30,8010,395000000,.00202785
AUSGOV TREASURY BOND TB 1.50% 06-31 6M,GSBK31,106410,394000000,.02700761
AUSGOV TREASURY BOND TB 1.75% 06-51 6M,GSBK51,93840,196000000,.04787755
AUSGOV TREASURY BOND TB 2.25% 05-28 6M,GSBI28,519700,325000000,.15990769
AUSGOV TREASURY BOND TB 2.50% 05-30 6M,GSBI30,148200,379000000,.0391029
AUSGOV TREASURY BOND TB 2.75% 11-27 6M,GSBU27,100000,322000000,.0310559
AUSGOV TREASURY BOND TB 2.75% 11-29 6M,GSBU29,546000,362000000,.15082873
AUSGOV TREASURY BOND TB 3.25% 06-39 6M,GSBK39,3590,103000000,.00348544
AUSGOV TREASURY BOND TB 3.75% 05-34 6M,GSBI34,122260,212000000,.05766981
AUSSIE BROADBAND ORDINARY,ABB,6194878,295518061,2.09627729
AUSSTRATMATERIALS ORDINARY,ASM,3675736,181133558,2.02929597
AUST FINANCE GRP ORDINARY,AFG,2543482,270769045,.93935479
AUST VANADIUM LTD ORDINARY,AVL,1739907,8610503149,.0202068
AUSTAL LIMITED ORDINARY,ASB,974858,362441875,.26896947
AUSTIN ENGINEERING ORDINARY,ANG,240785,586555743,.04105066
AUSTRALIAN AGRICULT. ORDINARY,AAC,1409988,602766747,.23391934
AUSTRALIAN ETHICAL ORDINARY,AEF,868216,112782052,.76981752
AUSTRALIAN FOUNDAT. ORDINARY,AFI,20,1251570209,.0000016
AUSTRALIAN MINES LTD ORDINARY,AUZ,386826,1398512124,.02765982
AUSTRALIAN UNITY OFF ORDINARY,AOF,139175,164383437,.08466486
AUSTRARE ORDINARY,AR3,179753,155921890,.11528401
AUTOSPORTS GRP LTD. ORDINARY,ASG,49916,201000000,.02483383
AVITA MEDICAL CDI 5:1,AVH,198991,66319710,.30004806
AVZ MINERALS LTD ORDINARY,AVZ,37143667,3528729748,1.0526073
BABY BUNTING GRP LTD ORDINARY,BBN,2570487,134906489,1.90538425
BANK OF QUEENSLAND. ORDINARY,BOQ,40659192,661469455,6.14679812
BANNERMAN ENERGY LTD ORDINARY,BMN,924374,152846736,.60477183
BAPCOR LIMITED ORDINARY,BAP,17222607,339412500,5.07424064
BASE RES LIMITED ORDINARY,BSE,4332966,1178011850,.36782024
