Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,185649,345132572,.05379063
4DS MEMORY LIMITED ORDINARY,4DS,91674,1632543220,.00561541
5EADVANCED CDI 10:1,5EA,2105156,301037880,.69929937
29METALSLIMITED ORDINARY,29M,36137315,482081840,7.49609548
88 ENERGY LTD ORDINARY,88E,11714125,20107868225,.05825642
92ENERGY ORDINARY,92E,515060,106375102,.48419225
A2B AUSTRALIA LTD ORDINARY,A2B,630737,121230683,.52027835
ABACUS GROUP FPO/UNITS STAPLED,ABG,2370570,893657633,.26526602
ABACUS PROPERTY GRP. DEFERRED SETTLEMENT,ABPDA,125939,893657633,.01409253
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,1667291,1314102962,.12687674
ACCENT GROUP LTD ORDINARY,AX1,12270867,552459958,2.22113238
ACROW FORMWORK ORDINARY,ACF,699352,266339056,.26257959
ACTINOGEN MEDICAL ORDINARY,ACW,563921,1816252150,.03104861
ADAIRS LIMITED ORDINARY,ADH,4732174,173050982,2.73455484
ADBRI LIMITED ORDINARY,ABC,15452409,653329543,2.36517836
ADORE BEAUTY ORDINARY,ABY,1259257,93907372,1.34095649
ADRIATIC METALS CDI 1:1,ADT,743549,237629323,.31290288
ADVANCED HEALTH ORDINARY,AHI,44602,217703969,.02048745
AERIS RESOURCES LTD ORDINARY,AIS,8724700,690945595,1.26271881
AGL ENERGY LIMITED. ORDINARY,AGL,21336616,672747233,3.17156503
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,199397,3368464315,.00591952
AIRTASKER LIMITED ORDINARY,ART,183577,451226938,.04068396
ALCIDION GROUP LTD ORDINARY,ALC,1556792,1268069053,.12276871
ALKANE RESOURCES LTD ORDINARY,ALK,499000,601574030,.08294906
ALLIANCE AVIATION ORDINARY,AQZ,87867,160734697,.05466586
ALLIGATOR ENERGY ORDINARY,AGE,33982337,3305918943,1.02792408
ALLKEM LIMITED ORDINARY,AKE,4963945,637658086,.778465
ALS LTD ORDINARY,ALQ,1292237,484167684,.26689865
ALTERITY THERAP LTD ORDINARY,ATH,136899,2439897618,.00561085
ALTIUM LIMITED ORDINARY,ALU,1005536,131647099,.76381174
ALUMINA LIMITED ORDINARY,AWC,147264235,2901681417,5.07513451
AMA GROUP LIMITED ORDINARY,AMA,73516196,1073070217,6.85101448
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,13548265,643546538,2.10525023
AMERICAN RARE EARTHS ORDINARY,ARR,743525,446423299,.16655157
AMP LIMITED ORDINARY,AMP,41289748,2798600461,1.4753713
AMPLIA THERAPEUTICS ORDINARY,ATX,5000,194005784,.00257724
AMPOL LIMITED ORDINARY,ALD,1758226,238302099,.7378139
ANDROMEDA METALS LTD ORDINARY,ADN,34033030,3110008432,1.09430668
ANSARADA GROUP LTD ORDINARY,AND,5,89335568,.0000056
ANSELL LIMITED ORDINARY,ANN,2998264,126817181,2.36424117
ANSON RESOURCES LTD ORDINARY,ASN,16071167,1270678188,1.26477082
ANTEOTECH LTD ORDINARY,ADO,387574,2174938526,.01782
ANTERIS TECHNOLOGIES ORDINARY,AVR,20987,15596499,.13456225
ANTIPA MINERALS LTD ORDINARY,AZY,3195520,3597051478,.08883721
ANZ GROUP HOLDINGS ORDINARY,ANZ,11551444,3005286886,.38437076
APA GROUP UNITS STAPLED,APA,10382184,1179893848,.87992526
APM HUMAN SERVICES ORDINARY,APM,13714284,917181946,1.49526319
APPEN LIMITED ORDINARY,APX,10950281,156921599,6.97818597
ARAFURA RARE EARTHS ORDINARY,ARU,91352685,2113364692,4.32261811
ARB CORPORATION. ORDINARY,ARB,4681129,82099299,5.70178924
ARCHER MATERIALS ORDINARY,AXE,310748,254847013,.12193512
ARDENTLEISUREGRPLTD ORDINARY,ALG,5205504,479706016,1.08514461
ARENA REIT. FPO/UNITS STAPLED,ARF,2196259,351961011,.62400633
ARGENT MINERALS ORDINARY,ARD,145264,1178981223,.01232115
ARGOSY MINERALS LTD ORDINARY,AGY,47401770,1404407498,3.37521482
ARISTOCRAT LEISURE ORDINARY,ALL,2482656,649205738,.38241436
ARIZONA LITHIUM LTD ORDINARY,AZL,4809954,3162986826,.15207
ARN MEDIA LIMITED ORDINARY,A1N,3586247,306299649,1.17082961
AROA BIOSURGERY ORDINARY,ARX,1604005,343109468,.46749074
ASPEN GROUP FPO/UNITS STAPLED,APZ,932,179421287,.00051945
ASTON MINERALS LTD ORDINARY,ASO,1991877,1275480936,.15616674
ASX LIMITED ORDINARY,ASX,3914248,193595162,2.02187284
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,16096707,1450833707,1.10947981
ATOMOS ORDINARY,AMS,3894204,401821079,.9691388
AU CLINICAL LABS ORDINARY,ACL,11145496,201834015,5.52210984
AUB GROUP LTD ORDINARY,AUB,463417,108405620,.42748429
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,3008234,1472551137,.20428723
AUDINATEGROUPLTD ORDINARY,AD8,209409,77451919,.2703729
AUDIO PIXELS LTD ORDINARY,AKP,542,29210100,.00185552
AURA ENERGY ORDINARY,AEE,1646262,575138204,.28623764
AURELIA METALS LTD ORDINARY,AMI,21097773,1684785332,1.25225289
AURIZON HOLDINGS LTD ORDINARY,AZJ,44518946,1840703982,2.41858259
AUSGOV TREASURY BOND TB 0.25% 11-24 6M,GSBU24,1386710,413000000,.33576513
AUSGOV TREASURY BOND TB 0.25% 11-25 6M,GSBU25,411330,392000000,.10493112
AUSGOV TREASURY BOND TB 0.50% 09-26 6M,GSBQ26,133010,378000000,.03518783
AUSGOV TREASURY BOND TB 1.00% 11-31 6M,GSBU31,256610,418000000,.06138995
AUSGOV TREASURY BOND TB 1.00% 12-30 6M,GSBW30,156420,387000000,.0404186
AUSGOV TREASURY BOND TB 1.50% 06-31 6M,GSBK31,193650,381000000,.05082677
AUSGOV TREASURY BOND TB 1.75% 11-32 6M,GSBU32,47930,290000000,.01652759
AUSGOV TREASURY BOND TB 2.25% 05-28 6M,GSBI28,62020,309000000,.0200712
AUSGOV TREASURY BOND TB 2.75% 04-24 6M,GSBG24,518880,359000000,.14453482
AUSGOV TREASURY BOND TB 2.75% 05-41 6M,GSBI41,26600,143000000,.0186014
AUSGOV TREASURY BOND TB 2.75% 06-35 6M,GSBK35,500000,122500000,.40816327
AUSGOV TREASURY BOND TB 2.75% 11-27 6M,GSBU27,256890,314000000,.0818121
AUSGOV TREASURY BOND TB 2.75% 11-29 6M,GSBU29,4260,347000000,.00122767
AUSGOV TREASURY BOND TB 3.00% 03-47 6M,GSBE47,85350,142000000,.06010563
AUSGOV TREASURY BOND TB 3.00% 11-33 6M,GSBU33,982790,218000000,.4508211
AUSGOV TREASURY BOND TB 3.25% 06-39 6M,GSBK39,99990,103000000,.09707767
AUSGOV TREASURY BOND TB 3.75% 05-34 6M,GSBI34,292620,188000000,.15564894
AUSSIE BROADBAND ORDINARY,ABB,9360774,237682509,3.93835206
AUSSTRATMATERIALS ORDINARY,ASM,5391404,166769098,3.23285553
AUST FINANCE GRP ORDINARY,AFG,4351857,270258312,1.61025834
AUST VANADIUM LTD ORDINARY,AVL,24895227,4365859971,.57022505
AUST VINTAGE LTD ORDINARY,AVG,103667,252638486,.04103373
AUSTAL LIMITED ORDINARY,ASB,2783627,362441875,.76802025
AUSTIN ENGINEERING ORDINARY,ANG,569745,583339584,.09766952
AUSTRALIAN AGRICULT. ORDINARY,AAC,3844652,602766747,.63783412
AUSTRALIAN ETHICAL ORDINARY,AEF,115566,112782052,.10246843
AUSTRARE ORDINARY,AR3,306720,154165962,.19895442
AUTECO MINERALS ORDINARY,AUT,4133604,2312836300,.17872445
AVA RISK GROUP LTD ORDINARY,AVA,54587,255414634,.02137192
AVITA MEDICAL CDI 5:1,AVH,776924,62118465,1.25071346
AVZ MINERALS LTD ORDINARY,AVZ,122002650,3528729748,3.45740985
AZURE MINERALS ORDINARY,AZS,4150020,390486072,1.0627831
BABY BUNTING GRP LTD ORDINARY,BBN,7541764,134906489,5.59036415
BALKANMININGANDMIN ORDINARY,BMM,2,61072014,.00000327
BANK OF QUEENSLAND. ORDINARY,BOQ,41910135,657217431,6.37690558
BANNERMAN ENERGY LTD ORDINARY,BMN,1554072,150510660,1.03253285
BAPCOR LIMITED ORDINARY,BAP,4137931,339412500,1.21914514
BASE RES LIMITED ORDINARY,BSE,205170,1178011850,.01741663
BCI MINERALS LTD ORDINARY,BCI,29008,1213539968,.00239036
BEACH ENERGY LIMITED ORDINARY,BPT,12641906,2281333656,.55414542
BEACON LIGHTING GRP ORDINARY,BLX,3233,224596289,.00143947
BEGA CHEESE LTD ORDINARY,BGA,11714061,304247980,3.85016887
BELL FINANCIAL GROUP ORDINARY,BFG,103404,320743948,.0322388
BELLEVUE GOLD LTD ORDINARY,BGL,44201997,1131409100,3.90680939
BENDIGO AND ADELAIDE ORDINARY,BEN,18202168,567738174,3.20608492
BETAAUSBANKSNRFRBETF ETF UNITS,QPON,14414,43335983,.03326104
BETASHARESCASHETF ETF UNITS,AAA,296,61123968,.00048426
BETASHARESNASDAQ100 ETF UNITS,NDQ,4686,95327921,.00491566
BETMAKERS TECH GROUP ORDINARY,BET,48739968,943541600,5.1656406
BETSHARES GEAR FUND ETF UNITS,GEAR,15218,15798063,.09632827
BHP GROUP LIMITED ORDINARY,BHP,9634408,5065820556,.19018455
BIGTINCAN HLDGS LTD ORDINARY,BTH,3191610,607253090,.52558152
BIONOMICS LIMITED ORDINARY,BNO,180,1468735424,.00001226
BLACK CAT SYNDICATE ORDINARY,BC8,195099,266876453,.07310461
BLACK ROCK MINING ORDINARY,BKT,1930482,1096873569,.17599859
BLACKSTONE LTD ORDINARY,BSX,2642461,473688908,.55784735
BLOCK CDI 1:1 NYSE,SQ2,349418,30860742,1.13224108
BLUEBET HOLDINGS LTD ORDINARY,BBT,22159,200261259,.01106505
BLUESCOPE STEEL LTD ORDINARY,BSL,4732369,455566042,1.0387888
BLUGLASS LIMITED ORDINARY,BLG,917135,1528045654,.06002013
BOART LONGYEAR CDI 1:1,BLY,50,295920414,.0000169
BOOKTOPIA GROUP ORDINARY,BKG,11,151095229,.00000728
BORAL LIMITED. ORDINARY,BLD,43240510,1103088419,3.91994959
BOSS ENERGY LTD ORDINARY,BOE,13901216,352886567,3.93928738
BOTANIX PHARMA LTD ORDINARY,BOT,21659,1421196813,.001524
BOWEN COAL LIMITED ORDINARY,BCB,24740253,2135985878,1.1582592
BRAINCHIP LTD ORDINARY,BRN,141095546,1775058145,7.94878446
BRAMBLES LIMITED ORDINARY,BXB,4646904,1389304601,.33447697
BRAVURA SOLUTION LTD ORDINARY,BVS,3854961,448354002,.85980296
BREVILLE GROUP LTD ORDINARY,BRG,9275607,142781365,6.49637087
BRICKWORKS LIMITED ORDINARY,BKW,817989,152244695,.53728572
BUBS AUST LTD ORDINARY,BUB,12918401,751357408,1.71934167
BURGUNDY D MINES LTD ORDINARY,BDM,1759166,1416039887,.12423139
BURU ENERGY ORDINARY,BRU,111419,596043085,.01869311
BWP TRUST ORDINARY UNITS,BWP,10381718,642383803,1.61612387
BWX LIMITED ORDINARY,BWX,5431715,199987502,2.71602722
C29METALSLIMITED ORDINARY,C29,6434,41366908,.0155535
CALIMA ENERGY ORDINARY,CE1,587,612750769,.0000958
CALIX LIMITED ORDINARY,CXL,6245807,181232791,3.44628969
CANN GROUP LTD ORDINARY,CAN,21022,425283967,.00494305
CAPITOL HEALTH ORDINARY,CAJ,3911035,1063522538,.3677435
CAPRICORN METALS ORDINARY,CMM,14205278,375958175,3.77841977
CARAVEL MINERALS LTD ORDINARY,CVV,351517,520093464,.06758728
CARDNO LIMITED ORDINARY,CDD,1,39060663,.00000256
CARNABY RESOURCE LTD ORDINARY,CNB,388915,162754337,.2389583
CARNARVON ENERGY LTD ORDINARY,CVN,11387949,1800186904,.63259815
CARSALES.COM LTD. ORDINARY,CAR,1517519,376733547,.40280963
CASPIN RESOURCES ORDINARY,CPN,951,94265665,.00100885
CASTILE RESOURCES ORDINARY,CST,180,241902427,.00007441
CATAPULT GRP INT LTD ORDINARY,CAT,6847,252367798,.0027131
CEDAR WOODS PROP. ORDINARY,CWP,73113,82209937,.0889345
CENTAURUS METALS LTD ORDINARY,CTM,785441,492916381,.15934569
CENTREX LIMITED ORDINARY,CXM,1000000,614529029,.16272624
CENTURIA CAPITAL FPO/UNITS STAPLED,CNI,8744679,805072729,1.08619739
CENTURIA I REIT ORDINARY UNITS,CIP,19418780,634930635,3.05840968
CENTURIA OFFICE REIT ORDINARY UNITS,COF,1811274,597336931,.30322485
CETTIRE ORDINARY,CTT,1988678,381238220,.52163658
CHALICE MINING LTD ORDINARY,CHN,12105240,387722178,3.12214278
CHALLENGER GOLD LTD ORDINARY,CEL,1846081,1191865288,.15489007
CHALLENGER LIMITED ORDINARY,CGF,8232476,687613961,1.1972526
CHAMPION IRON LTD ORDINARY,CIA,14138685,517295735,2.73319188
CHANGE FINANCIAL LTD ORDINARY,CCA,14068,627661385,.00224134
CHARGER METALS ORDINARY,CHR,41352,62114368,.06657397
CHARTER HALL GROUP STAPLED US PROHIBIT.,CHC,5423031,472997199,1.14652497
CHARTER HALL RETAIL UNITS,CQR,4689561,581229609,.8068345
CHARTER HALL SOC IN UNITS,CQE,599746,369520138,.16230401
CHEMXMATERIALS ORDINARY,CMX,5555,53076887,.01046595
CHIMERIC THERAPEUTIC ORDINARY,CHM,54116,529402956,.01022208
CHORUS LIMITED ORD FOR.EXEMPT NZX,CNU,670837,435334308,.15409698
CHRYSOSCORPLTD ORDINARY,C79,1132,64250181,.00176186
CHTR H LWR UNITS STAPLED,CLW,17034395,722955466,2.35621636
CITY CHIC COLLECTIVE ORDINARY,CCX,3169624,231920086,1.36668801
CLEAN SEAS LTD ORDINARY,CSS,186073,165489512,.11243794
CLEAN TEQ WATER ORDINARY,CNQ,577155,57876580,.99721684
CLEANAWAY WASTE LTD ORDINARY,CWY,47742346,2226243110,2.14452527
CLEARVIEW WEALTH LTD ORDINARY,CVW,61870,661038648,.00935951
CLINUVEL PHARMACEUT. ORDINARY,CUV,1522916,49410338,3.0821809
CLOVER CORPORATION ORDINARY,CLV,10,166999341,.00000599
COBALT BLUE LTD ORDINARY,COB,971448,370057530,.2625127
COBRAM ESTATE OLIVES ORDINARY,CBO,367453,415773189,.08837823
COBRE ORDINARY,CBE,14721,286910995,.00513086
COCHLEAR LIMITED ORDINARY,COH,717215,65658955,1.09233386
CODA MINERALS LTD ORDINARY,COD,403921,142157021,.28413721
CODAN LIMITED ORDINARY,CDA,1161944,181168094,.64136238
COGSTATE LTD ORDINARY,CGS,767543,173186147,.4431896
COLES GROUP ORDINARY,COL,7011867,1338391534,.52390252
COLLINS FOODS LTD ORDINARY,CKF,509736,117490269,.4338538
COMMONWEALTH BANK. ORDINARY,CBA,23260862,1676169322,1.38773939
COMPUMEDICS LIMITED ORDINARY,CMP,2,177162948,.00000113
COMPUTERSHARE LTD ORDINARY,CPU,5657249,603729336,.93705054
CONSOLIDATED OPS GP ORDINARY,COG,93421,190662201,.04899818
CONTACT ENERGY LTD ORD FOR. EXEMPT NZX,CEN,48,252027135,.00001905
COOPER ENERGY LTD ORDINARY,COE,73846203,2631531260,2.80620657
CORE LITHIUM ORDINARY,CXO,211872290,1858516794,11.40007401
CORONADO GLOBAL RES CDI 10:1,CRN,2049926,1676453730,.12227752
