Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,75230,208955763,.03600284
4DS MEMORY LIMITED ORDINARY,4DS,267521,1479765442,.01807861
5EADVANCED CDI 10:1,5EA,652068,287889470,.22649943
29METALSLIMITED ORDINARY,29M,17785743,481319391,3.695206
88 ENERGY LTD ORDINARY,88E,18087555,16610207406,.10889422
92ENERGY ORDINARY,92E,5176069,81878696,6.32163096
A-CAP ENERGY LTD ORDINARY,ACB,10531500,1232435086,.85452777
A2B AUSTRALIA LTD ORDINARY,A2B,985933,121230683,.81327019
ABACUS PROPERTY GRP. FPO/UNITS STAPLED,ABP,2860778,892429122,.32056081
ACCENT GROUP LTD ORDINARY,AX1,3640031,541866715,.67175763
ACTINOGEN MEDICAL ORDINARY,ACW,539175,1795893817,.03002265
ADAIRS LIMITED ORDINARY,ADH,10402175,171316433,6.0719073
ADBRI LIMITED ORDINARY,ABC,6728547,652627555,1.0309934
ADORE BEAUTY ORDINARY,ABY,2509388,94124497,2.66603071
ADRIATIC METALS CDI 1:1,ADT,861889,207986321,.41439696
ADV HUMAN IMAG LTD ORDINARY,AHI,44612,166749382,.02675392
AERIS RESOURCES LTD ORDINARY,AIS,4229461,690945595,.61212649
AGL ENERGY LIMITED. ORDINARY,AGL,17961539,672747233,2.66987928
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,244652,3368464315,.00726301
AIRTASKER LIMITED ORDINARY,ART,226020,440124392,.05135366
ALCIDION GROUP LTD ORDINARY,ALC,2285301,1268069053,.18021897
ALKANE RESOURCES LTD ORDINARY,ALK,1591848,595583420,.26727541
ALLIANCE AVIATION ORDINARY,AQZ,83901,160734697,.05219844
ALLIGATOR ENERGY ORDINARY,AGE,45153405,3301350989,1.36772507
ALLKEM LIMITED ORDINARY,AKE,4994871,637658086,.78331493
ALPHA HPA LTD ORDINARY,A4N,3399916,795486624,.42740078
ALS LTD ORDINARY,ALQ,1181313,484167684,.2439884
ALTIUM LIMITED ORDINARY,ALU,1063073,131469072,.80861071
ALUMINA LIMITED ORDINARY,AWC,94031992,2901681417,3.24060358
AMA GROUP LIMITED ORDINARY,AMA,60069649,1066368183,5.6331059
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,12041287,708764045,1.69891335
AMP LIMITED ORDINARY,AMP,40808210,3266105853,1.24944542
AMPOL LIMITED ORDINARY,ALD,298613,238302099,.12530859
ANDROMEDA METALS LTD ORDINARY,ADN,35547318,3110008432,1.14299748
ANSARADA GROUP LTD ORDINARY,AND,1,89335568,.00000112
ANSELL LIMITED ORDINARY,ANN,6052542,127441469,4.749272
ANTEOTECH LTD ORDINARY,ADO,888840,1987874802,.04471308
ANTERIS TECHNOLOGIES ORDINARY,AVR,1783,13819438,.01290212
ANTIPA MINERALS LTD ORDINARY,AZY,2366709,3139708262,.0753799
ANTIPODES GLOBAL TMF UNITS,AGX1,1,68564243,.00000146
ANZ BANKING GRP LTD ORDINARY,ANZ,10600694,2802817801,.37821559
ANZ BANKING GRP LTD RTS08AUG22 FORUS,ANZR,37122,186854521,.01986679
APA GROUP UNITS STAPLED,APA,15012342,1179893848,1.27234683
APM HUMAN SERVICES ORDINARY,APM,10890419,917181946,1.18737826
APPEN LIMITED ORDINARY,APX,5949999,123446356,4.81990655
ARAFURA RESOURCE LTD ORDINARY,ARU,2403202,1567792332,.15328574
ARB CORPORATION. ORDINARY,ARB,787670,81855789,.96226548
ARCHER MATERIALS ORDINARY,AXE,574076,248467207,.23104699
ARCHTIS LIMITED ORDINARY,AR9,152734,263803207,.05789695
ARDENTLEISUREGRPLTD ORDINARY,ALG,4236063,479706016,.88305397
ARENA REIT. FPO/UNITS STAPLED,ARF,4214851,346677884,1.21578306
ARGOSY MINERALS LTD ORDINARY,AGY,13836,1356050987,.00102032
ARISTOCRAT LEISURE ORDINARY,ALL,1529153,666557131,.22941064
ARIZONA LITHIUM LTD ORDINARY,AZL,5086091,2404925561,.21148642
AROA BIOSURGERY ORDINARY,ARX,289936,342724208,.08459747
ARUMA RESOURCES LTD ORDINARY,AAJ,58191,156961503,.03707342
ASRA MINERALS LTD ORDINARY,ASR,109347,1339975820,.00816037
ASTON MINERALS LTD ORDINARY,ASO,1788594,1113530934,.16062365
ASX LIMITED ORDINARY,ASX,1315168,193595162,.67933929
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,8001048,959018226,.83429572
ATOMOS ORDINARY,AMS,2475767,222351585,1.11344698
AU CLINICAL LABS ORDINARY,ACL,985808,201834015,.48842511
AUB GROUP LTD ORDINARY,AUB,582141,92409126,.62996051
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,4669044,1472551137,.31707177
AUDINATEGROUPLTD ORDINARY,AD8,953973,77170653,1.23618625
AUDIO PIXELS LTD ORDINARY,AKP,2206,28698663,.00768677
AURA ENERGY ORDINARY,AEE,1901544,485992720,.39127006
AURELIA METALS LTD ORDINARY,AMI,22048207,1237056457,1.78231211
AURIZON HOLDINGS LTD ORDINARY,AZJ,18590476,1840703982,1.00996554
AUSGOV TREASURY BOND TB 0.25% 11-24 6M,GSBU24,51300,413000000,.01242131
AUSGOV TREASURY BOND TB 0.25% 11-25 6M,GSBU25,1295380,368000000,.35200543
AUSGOV TREASURY BOND TB 0.50% 09-26 6M,GSBQ26,1740,353000000,.00049292
AUSGOV TREASURY BOND TB 1.00% 12-30 6M,GSBW30,5500,387000000,.00142119
AUSGOV TREASURY BOND TB 1.25% 05-32 6M,GSBI32,83990,360000000,.02333056
AUSGOV TREASURY BOND TB 1.50% 06-31 6M,GSBK31,717930,381000000,.18843307
AUSGOV TREASURY BOND TB 1.75% 06-51 6M,GSBK51,600000,178000000,.33707865
AUSGOV TREASURY BOND TB 1.75% 11-32 6M,GSBU32,108200,244000000,.04434426
AUSGOV TREASURY BOND TB 2.25% 05-28 6M,GSBI28,19300,297000000,.00649832
AUSGOV TREASURY BOND TB 2.25% 11-22 6M,GSBU22,10000,265000000,.00377358
AUSGOV TREASURY BOND TB 2.75% 04-24 6M,GSBG24,20120,359000000,.00560446
AUSGOV TREASURY BOND TB 2.75% 05-41 6M,GSBI41,1496480,135000000,1.1085037
AUSGOV TREASURY BOND TB 2.75% 06-35 6M,GSBK35,48270,95500000,.0505445
AUSGOV TREASURY BOND TB 2.75% 11-27 6M,GSBU27,209570,307000000,.06826384
AUSGOV TREASURY BOND TB 2.75% 11-28 6M,GSBU28,2750,326000000,.00084356
AUSGOV TREASURY BOND TB 2.75% 11-29 6M,GSBU29,2500,334000000,.0007485
AUSGOV TREASURY BOND TB 3.00% 03-47 6M,GSBE47,1380390,136000000,1.01499265
AUSGOV TREASURY BOND TB 3.00% 11-33 6M,GSBU33,1451830,150000000,.96788667
AUSGOV TREASURY BOND TB 3.25% 06-39 6M,GSBK39,70000,103000000,.06796117
AUSGOV TREASURY BOND TB 3.75% 04-37 6M,GSBG37,86280,120000000,.0719
AUSSIE BROADBAND ORDINARY,ABB,805369,237623165,.33892697
AUSSTRATMATERIALS ORDINARY,ASM,6644758,142956062,4.64811209
AUST FINANCE GRP ORDINARY,AFG,2732289,269128877,1.01523442
AUST POTASH LTD ORDINARY,APC,377144,808382808,.04665413
AUST VANADIUM LTD ORDINARY,AVL,2667230,3940855932,.06768149
AUST VINTAGE LTD ORDINARY,AVG,1076795,252638486,.4262197
AUSTAL LIMITED ORDINARY,ASB,2029222,361858154,.5607783
AUSTIN ENGINEERING ORDINARY,ANG,844110,581727804,.14510395
AUSTRALIAN AGRICULT. ORDINARY,AAC,936392,602766747,.15534898
AUSTRALIAN ETHICAL ORDINARY,AEF,256603,112387138,.22832061
AUSTRARE ORDINARY,AR3,469755,95201552,.49343208
AUTECO MINERALS ORDINARY,AUT,4351382,2067302168,.21048602
AUTOSPORTS GRP LTD. ORDINARY,ASG,51277,201000000,.02551095
AVA RISK GROUP LTD ORDINARY,AVA,233887,242963185,.09626438
AVADA GROUP LIMITED ORDINARY,AVD,34593,73268358,.04721411
AVITA MEDICAL CDI 5:1,AVH,890201,75746500,1.17523714
AVJENNINGS LIMITED ORDINARY,AVJ,39907,406230728,.00982373
AVZ MINERALS LTD ORDINARY,AVZ,150352255,3528729748,4.26080391
AZURE MINERALS ORDINARY,AZS,1433470,310735721,.46131484
BABY BUNTING GRP LTD ORDINARY,BBN,1010665,132458126,.76300717
BANK OF QUEENSLAND. ORDINARY,BOQ,27318816,647357479,4.22005104
BANNERMAN ENERGY LTD DEFERRED SETTLEMENT,BMNDA,529836,148768210,.35614867
BAPCOR LIMITED ORDINARY,BAP,5573721,339412500,1.64216727
BASE RES LIMITED ORDINARY,BSE,7,1178011850,.00000059
BEACH ENERGY LIMITED ORDINARY,BPT,25200491,2281333656,1.10463855
BEACON LIGHTING GRP ORDINARY,BLX,74915,223321406,.03354582
BEGA CHEESE LTD ORDINARY,BGA,8739310,303283430,2.88156527
BELL FINANCIAL GROUP ORDINARY,BFG,201719,320743948,.06289098
BELLEVUE GOLD LTD ORDINARY,BGL,72056928,1031431826,6.98610671
BENDIGO AND ADELAIDE ORDINARY,BEN,11439701,565024769,2.02463708
BEST & LESS ORDINARY,BST,297066,125366930,.23695723
BETA WA AUS BOND ETF UNITS,BNDS,8541,8406230,.10160322
BETMAKERS TECH GROUP ORDINARY,BET,108358843,904456199,11.98055175
BHP GROUP LIMITED ORDINARY,BHP,15327114,5062323190,.30276838
BIGTINCAN HLDGS LTD ORDINARY,BTH,2960408,552350154,.53596581
BILL IDENTITY LTD ORDINARY,BID,1,245258016,.00000041
BLACK CAT SYNDICATE ORDINARY,BC8,203345,213634175,.09518374
BLACKMORES LIMITED ORDINARY,BKL,535635,19430442,2.75667944
BLACKSTONE LTD ORDINARY,BSX,2090753,471447565,.44347519
BLOCK CDI 1:1 NYSE,SQ2,4320278,38077304,11.34607114
BLUEBET HOLDINGS LTD ORDINARY,BBT,164627,200109649,.0822684
BLUESCOPE STEEL LTD ORDINARY,BSL,2893611,470602388,.61487385
BOART LONGYEAR CDI 1:1,BLY,1,295920414,.00000034
BOOKTOPIA GROUP ORDINARY,BKG,1726,137359299,.00125656
BORAL LIMITED. ORDINARY,BLD,19543494,1103088419,1.77170693
BOSS ENERGY LTD ORDINARY,BOE,5326955,352578862,1.5108549
BOTANIX PHARMA LTD ORDINARY,BOT,1862021,979233384,.19015089
BOWEN COAL LIMITED ORDINARY,BCB,359251,1543073512,.02328152
BRAINCHIP LTD ORDINARY,BRN,74938882,1719362144,4.35852809
BRAMBLES LIMITED ORDINARY,BXB,10159553,1386789482,.73259519
BRAVURA SOLUTION LTD ORDINARY,BVS,2536576,248354002,1.02135499
BREAKER RES NL ORDINARY,BRB,325977,325840929,.10004176
BREVILLE GROUP LTD ORDINARY,BRG,6797850,142459749,4.7717689
BRICKWORKS LIMITED ORDINARY,BKW,813421,151775663,.53593638
BUBS AUST LTD ORDINARY,BUB,9261381,689944061,1.34233796
BURU ENERGY ORDINARY,BRU,413444,596043085,.06936478
BWP TRUST ORDINARY UNITS,BWP,16551164,642383803,2.57652262
BWX LIMITED ORDINARY,BWX,7576643,199987502,3.78855825
BYRON ENERGY LTD ORDINARY,BYE,41510,1081395102,.00383856
CAENEUS MINERALS ORDINARY,CAD,788503,4660605074,.01691847
CALIDUS RESOURCES ORDINARY,CAI,4871,407830958,.00119437
CALIX LIMITED ORDINARY,CXL,1927388,161573904,1.19288323
CAMPLIFYHOLDINGS ORDINARY,CHL,61870,28045670,.22060446
CANNINDAH RESOURCES ORDINARY,CAE,202333,537997393,.03760855
CANNON RESOURCES ORDINARY,CNR,20,76920311,.000026
CAPRICORN METALS ORDINARY,CMM,13421387,371925185,3.60862548
CARAVEL MINERALS LTD ORDINARY,CVV,1923813,400187214,.48072825
CARBON REVOLUTION ORDINARY,CBR,769945,206854027,.37221659
CARNABY RESOURCE LTD ORDINARY,CNB,35258,144560894,.02438972
CARNARVON ENERGY LTD ORDINARY,CVN,34828151,1800186904,1.93469639
