Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
3D ENERGI LTD ORDINARY,TDO,181029,524226804,.03453257
4DMEDICAL LIMITED ORDINARY,4DX,74215742,599672265,12.37605044
"SALUDA MEDICAL, INC. CDI USPROHEXCLQIB",SLD,299295,252023810,.11875664
ZIP CO LTD.. ORDINARY,ZIP ,102943897,1245921802,8.26246855
